sucursal,codigo,p1,p2,p3,cp,uc,m1,m2,m3
H,131535,574.2,574.2,495,219.51,219.56,161.52,161.52,125.45
H,132005,247.08,247.08,213,171.4,167.12,47.85,47.85,27.45
H,132010,247.08,247.08,213,155.82,155.84,58.55,58.55,36.68
H,132015,247.08,247.08,213,155.82,155.84,58.55,58.55,36.68
H,132020,247.08,247.08,213,171.39,155.83,58.56,58.56,36.69
H,132035,431.52,431.52,372,262.8,262.84,64.18,64.18,41.53
H,132040,431.52,431.52,372,290.81,290.88,48.35,48.35,27.89
H,132045,431.52,431.52,372,187.45,187.48,130.17,130.17,98.42
H,132050,431.52,431.52,372,262.79,262.84,64.18,64.18,41.53
H,132065,535.92,535.92,462,353.18,353.19,51.74,51.74,30.81
H,132070,556.8,556.8,480,231.85,231.88,140.12,140.12,107
H,132075,535.92,535.92,462,353.18,353.56,51.58,51.58,30.67
H,132080,556.8,556.8,480,358.38,358.4,55.36,55.36,33.93
H,132085,535.92,535.92,462,353.18,353.2,51.73,51.73,30.8
H,132090,556.8,556.8,480,415.51,415.52,34,34,15.52
H,132095,535.92,535.92,462,353.18,353.2,51.73,51.73,30.8
H,132100,556.8,556.8,480,358.38,358.39,55.36,55.36,33.93
H,132120,556.8,556.8,480,325.13,325.14,71.25,71.25,47.63
H,134005,203,203,203,63.78,63.79,218.23,218.23,218.23
H,134010,203,203,203,151.51,151.53,33.97,33.97,33.97
H,134015,203,203,203,151.51,151.52,33.98,33.98,33.98
H,134020,203,203,203,151.51,151.56,33.94,33.94,33.94
H,134025,203,203,203,63.78,63.99,217.24,217.24,217.24
H,134030,243,243,243,63.25,63.25,284.19,284.19,284.19
H,134035,243,243,243,63.25,63.24,284.25,284.25,284.25
H,134040,243,243,243,63.25,63.25,284.19,284.19,284.19
H,134045,243,243,243,63.25,63.25,284.19,284.19,284.19
H,134060,345,345,345,93.88,93.88,267.49,267.49,267.49
H,134065,345,345,345,109.99,110.04,213.52,213.52,213.52
H,134070,345,345,345,93.87,93.96,267.18,267.18,267.18
H,134105,243,243,243,77.57,77.6,213.14,213.14,213.14
H,134110,243,243,243,77.57,77.58,213.23,213.23,213.23
H,134115,243,243,243,77.56,77.59,213.18,213.18,213.18
H,134120,243,243,243,77.56,77.56,213.31,213.31,213.31
H,134125,243,243,243,77.57,77.58,213.23,213.23,213.23
H,134150,345,345,345,110,110.04,213.52,213.52,213.52
H,134155,345,345,345,109.99,110.02,213.58,213.58,213.58
H,134160,345,345,345,109.99,110.04,213.52,213.52,213.52
H,134170,345,345,345,103.96,103.96,231.86,231.86,231.86
H,134205,278.5,278.5,278.5,123.18,123.2,126.06,126.06,126.06
H,134210,278.5,278.5,278.5,107.17,107.24,159.7,159.7,159.7
H,134215,278.5,278.5,278.5,207.76,206.88,34.62,34.62,34.62
H,134220,278.5,278.5,278.5,101.78,101.8,173.58,173.58,173.58
H,134225,278.5,278.5,278.5,101.78,101.8,173.58,173.58,173.58
H,134305,477,477,477,353.18,353.2,35.05,35.05,35.05
H,134310,725,725,725,485.63,485.64,49.29,49.29,49.29
H,134505,550,550,474.15,152.62,152.68,260.23,260.23,210.55
H,134510,550,550,474.15,152.62,152.63,260.35,260.35,210.65
H,134515,550,550,474.15,152.61,152.64,260.32,260.32,210.63
H,134520,550,550,474.15,152.46,152.52,260.61,260.61,210.88
H,134525,550,550,474.15,152.62,152.62,260.37,260.37,210.67
H,135005,278.5,278.5,278.5,82.79,82.79,236.39,236.39,236.39
H,135010,278.5,278.5,278.5,82.76,82.52,237.49,237.49,237.49
H,135015,278.5,278.5,278.5,82.76,82.8,236.35,236.35,236.35
H,135020,278.5,278.5,278.5,82.02,82.02,239.55,239.55,239.55
H,135050,243,243,243,77.57,78.14,210.98,210.98,210.98
H,135055,243,243,243,77.57,78.72,208.69,208.69,208.69
H,135060,243,243,243,77.55,77.54,213.39,213.39,213.39
H,135065,243,243,243,77.56,77.57,213.27,213.27,213.27
H,135505,257.52,257.52,222,166.2,166.21,54.94,54.94,33.57
H,135510,382.8,382.8,382.8,249.31,249.2,53.61,53.61,53.61
H,135515,368.88,368.88,318,275.28,275.28,34,34,15.52
H,135520,497.64,497.64,429,187.45,187.48,165.44,165.44,128.82
H,135525,337.56,337.56,291,161.01,161.08,109.56,109.56,80.66
H,135530,462.84,462.84,399,186.98,187,147.51,147.51,113.37
H,136005,438.48,438.48,378,233.72,233.76,87.58,87.58,61.7
H,136010,487.2,487.2,487.2,206.89,206.96,135.41,135.41,135.41
H,136505,306.25,306.25,264,161.01,161.04,90.17,90.17,63.93
H,136510,219.25,219.25,189,150.62,149.98,46.19,46.19,26.02
H,136515,306.25,306.25,264,161.01,160.68,90.6,90.6,64.3
H,136520,219.25,219.25,189,150.62,150.65,45.54,45.54,25.46
H,136525,306.25,306.25,264,212.94,212.98,43.79,43.79,23.96
H,136530,219.25,219.25,189,137.11,137.12,59.9,59.9,37.84
H,140505,934,934,934,458.4,458.4,103.75,103.75,103.75
H,140510,1945,1945,1945,1400,1185.7,64.04,64.04,64.04
H,140515,2000,2000,2000,648,648,208.64,208.64,208.64
H,140520,4167,4167,4167,3000,3000,38.9,38.9,38.9
H,141005,1168,1168,1168,600,599.88,94.71,94.71,94.71
H,141010,2431,2431,2431,1250,1250,94.48,94.48,94.48
H,141505,2167,2167,2167,966,966,124.33,124.33,124.33
H,141510,2918,2918,2918,780,780.01,274.1,274.1,274.1
H,150505,140.84,140.84,140.84,81.25,81.44,72.94,72.94,72.94
H,150510,345.38,345.38,345.38,235,332.96,3.73,3.73,3.73
H,160505,155.31,155.31,155.31,116.48,116.48,33.34,33.34,33.34
H,160510,155.31,155.31,155.31,116.48,116.52,33.29,33.29,33.29
H,160515,155.31,155.31,155.31,116.48,116.53,33.28,33.28,33.28
H,160520,155.31,155.31,155.31,67.45,67.5,130.09,130.09,130.09
H,160525,155.31,155.31,155.31,116.48,116.48,33.34,33.34,33.34
H,160530,155.31,155.31,155.31,116.48,116.48,33.34,33.34,33.34
H,161010,203.75,203.75,203.75,152.81,152.81,33.34,33.34,33.34
H,161015,204,204,204,126.3,126.28,61.55,61.55,61.55
H,161020,204,204,203.75,119.9,120.12,69.83,69.83,69.62
H,161025,204,204,204,152.82,152.82,33.49,33.49,33.49
H,161030,204,204,204,152.81,152.77,33.53,33.53,33.53
H,161510,149,149,149,111.49,111.48,33.66,33.66,33.66
H,161515,149,149,149,111.44,111.45,33.69,33.69,33.69
H,161515,149,149,149,111.49,111.49,33.64,33.64,33.64
H,161520,149,149,149,105.97,105.97,40.61,40.61,40.61
H,161525,149,149,149,73.84,75.96,96.16,96.16,96.16
H,161530,149,149,149,94.62,94.62,57.47,57.47,57.47
H,162505,208.67,208.67,208.67,115.28,115.28,81.01,81.01,81.01
H,162510,208.67,208.67,208.67,125.2,125.04,66.88,66.88,66.88
H,162515,208.67,208.67,208.67,70.44,70.44,196.24,196.24,196.24
H,162520,208.67,208.67,208.67,125.2,124.88,67.1,67.1,67.1
H,162525,208.67,208.67,208.67,115.28,115.3,80.98,80.98,80.98
H,162530,208.67,208.67,208.67,125.2,125.08,66.83,66.83,66.83
H,162535,208.67,208.67,208.67,115.2,115.28,81.01,81.01,81.01
H,163005,123.94,123.94,123.94,108.28,108.28,14.46,14.46,14.46
H,163010,32.18,32.18,32.18,24.55,24.55,31.08,31.08,31.08
H,163015,48.8,48.8,48.8,33.65,32.01,52.45,52.45,52.45
H,163020,68.8,68.8,68.8,51.6,51.6,33.33,33.33,33.33
H,163025,255.28,255.28,255.28,106.54,132.84,92.17,92.17,92.17
H,163505,265.05,265.05,265.05,114.99,115.04,130.4,130.4,130.4
H,163510,156.27,156.27,156.27,117.2,117.22,33.31,33.31,33.31
H,164005,248.32,248.32,248.32,117.34,118.39,109.75,109.75,109.75
H,164010,248.32,248.32,248.32,117.33,133.17,86.47,86.47,86.47
H,170510,396.87,396.87,396.87,382.62,396.86,0,0,0
H,170515,374.87,374.87,374.87,294.77,361.41,3.72,3.72,3.72
H,170516,1243,1243,1243,1116.72,1116.72,11.31,11.31,11.31
H,170517,857,857,857,538.56,538.56,59.13,59.13,59.13
H,170518,2750,2750,2750,724.2,724.2,279.73,279.73,279.73
H,170519,1013,1013,1013,910.76,910.99,11.2,11.2,11.2
H,170520,354,354,354,173.99,173.99,103.46,103.46,103.46
H,170525,1164,1164,1164,537.34,537.48,116.57,116.57,116.57
H,170550,612,612,612,32.39,371.8,64.6,64.6,64.6
H,170555,612,612,612,540,540,13.33,13.33,13.33
H,180500,367.5,367.5,367.5,197,197.04,86.51,86.51,86.51
H,180505,688.36,688.36,688.36,301,301.08,128.63,128.63,128.63
H,190505,1308,1308,1308,941.76,930.48,40.57,40.57,40.57
H,190510,1308,1308,1308,784.8,551.76,137.06,137.06,137.06
H,190515,1230,1230,1230,882.81,882.82,39.33,39.33,39.33
H,190520,1440,1440,1440,1036.8,1029.24,39.91,39.91,39.91
H,190525,1440,1440,1440,1036.8,1029.24,39.91,39.91,39.91
H,200505,17,17,17,8.45,8.45,101.18,101.18,101.18
H,200510,765,765,765,382.48,382.48,100.01,100.01,100.01
H,200515,1067,1067,1067,533.52,533.52,99.99,99.99,99.99
H,200517,1346,1346,1346,673.05,673.05,99.99,99.99,99.99
H,200520,18,18,18,8.86,12.09,48.88,48.88,48.88
H,200525,808,808,808,403.82,551.08,46.62,46.62,46.62
H,200530,926,926,926,462.92,462.92,100.03,100.03,100.03
H,200535,880,880,880,439.93,439.92,100.04,100.04,100.04
H,200545,768,768,768,384.12,384.12,99.94,99.94,99.94
H,200550,658,658,658,329,329,100,100,100
H,200555,140,140,140,69.93,69.94,100.17,100.17,100.17
H,200560,188,188,188,94.05,94.05,99.89,99.89,99.89
H,200565,188,188,188,94.05,94.05,99.89,99.89,99.89
H,200567,188,188,188,94.05,94.05,99.89,99.89,99.89
H,200570,726,726,726,362.78,362.76,100.13,100.13,100.13
H,200575,783,783,783,391.51,391.52,99.99,99.99,99.99
H,200580,363.89,363.89,363.89,128.11,128.13,184,184,184
H,200585,1280,1280,1280,640.22,640.24,99.93,99.93,99.93
H,200590,456,456,456,228.01,228.01,99.99,99.99,99.99
H,210505,253,253,253,182.16,182.16,38.89,38.89,38.89
H,210510,183,183,183,131.56,131.56,39.1,39.1,39.1
H,210515,360,360,360,190.4,190.4,89.08,89.08,89.08
H,210550,403,403,403,289.9,223,80.72,80.72,80.72
H,210555,403,403,403,289.9,289.9,39.01,39.01,39.01
H,210556,434,434,434,312,312,39.1,39.1,39.1
H,210558,434,434,434,312,312,39.1,39.1,39.1
H,210560,771,771,771,323.4,323.4,138.4,138.4,138.4
H,210562,434,434,434,312,312,39.1,39.1,39.1
H,210563,434,434,434,312,312,39.1,39.1,39.1
H,210564,434,434,434,312,312,39.1,39.1,39.1
H,210570,680,680,680,489.72,489.72,38.85,38.85,38.85
H,210572,833,833,833,598.95,594,40.24,40.24,40.24
H,210580,860,860,860,619,619,38.93,38.93,38.93
H,210585,1157,1157,1157,724.5,724.5,59.7,59.7,59.7
H,210595,271,271,271,125,125,116.8,116.8,116.8
H,210595,271,271,271,195,195,38.97,38.97,38.97
H,211005,227,227,227,181.48,181.48,25.08,25.08,25.08
H,211010,227,227,227,181.48,181.48,25.08,25.08,25.08
H,211015,227,227,227,181.48,181.48,25.08,25.08,25.08
H,211020,227,227,227,181.48,181.48,25.08,25.08,25.08
H,211025,227,227,227,181.48,181.48,25.08,25.08,25.08
H,211030,227,227,227,181.48,181.48,25.08,25.08,25.08
H,211035,227,227,227,181.48,181.48,25.08,25.08,25.08
H,220505,555,555,555,390,390,42.31,42.31,42.31
H,260510,1998,1998,1998,1537.92,1537.92,29.92,29.92,29.92
H,260515,1796,1796,1796,1382.4,1382.4,29.92,29.92,29.92
H,260515,1796,1796,1796,1382.4,1382.4,29.92,29.92,29.92
H,260515,1796,1796,1796,1382.4,1382.4,29.92,29.92,29.92
H,760505,120.6,120.6,120.6,116.09,116.08,3.89,3.89,3.89
H,760510,144.72,144.72,144.72,103.2,103.2,40.23,40.23,40.23
H,760520,262,262,262,252,252,3.97,3.97,3.97
H,760525,62.5,62.5,62.5,56,56,11.61,11.61,11.61
H,820505,280,280,280,240,240,16.67,16.67,16.67
H,820510,456,456,456,372,372,22.58,22.58,22.58
H,820515,290,290,290,240,240,20.83,20.83,20.83
H,820520,565,565,565,480,480,17.71,17.71,17.71
H,830505,210,210,210,168,168.06,24.96,24.96,24.96
H,830510,420,420,420,336,336,25,25,25
H,831005,165,165,165,132,132,25,25,25
H,831010,322.5,322.5,322.5,258,258,25,25,25
H,831505,187.5,187.5,187.5,150,150,25,25,25
H,831510,375,375,375,300,300,25,25,25
H,832005,195,195,195,156,156,25,25,25
H,832010,390,390,390,312,312,25,25,25
H,850525,491,491,491,321.1,321.1,52.91,52.91,52.91
H,851505,362,362,362,162.3,162.3,123.04,123.04,123.04
H,851510,572,572,572,292.05,292.05,95.86,95.86,95.86
H,851515,778,778,778,400.99,400.98,94.02,94.02,94.02
H,851520,413,413,413,132.8,132.8,210.99,210.99,210.99
H,851535,371,371,371,143.31,143.31,158.88,158.88,158.88
H,851540,562,562,562,196.6,196.6,185.86,185.86,185.86
H,851550,429,429,429,192.59,192.59,122.75,122.75,122.75
H,851555,701,701,701,307.42,307.42,128.03,128.03,128.03
H,900508,560,560,560,480,489.16,14.48,14.48,14.48
H,900555,209.04,209.04,209.04,193.68,193.68,7.93,7.93,7.93
H,901005,376,376,376,320,320,17.5,17.5,17.5
H,2020101,125.44,125.44,125.44,116,116.04,8.1,8.1,8.1
H,2020201,144.5,144.5,144.5,139.6,139.6,3.51,3.51,3.51
H,2020202,144.5,144.5,144.5,139.6,139.6,3.51,3.51,3.51
H,2020205,270,270,270,220,220,22.73,22.73,22.73
H,2025005,620,620,620,485,485,27.84,27.84,27.84
H,2030106,384,384,384,306.52,306.53,25.27,25.27,25.27
H,2030113,398,398,398,318.16,318.18,25.09,25.09,25.09
H,2030125,324,324,324,258.99,258.99,25.1,25.1,25.1
H,2030131,438,438,438,350.17,350.17,25.08,25.08,25.08
H,2030155,249,249,249,169.75,169.75,46.69,46.69,46.69
H,2030160,251,251,251,166.84,166.84,50.44,50.44,50.44
H,2030200,310,310,310,247.35,247.35,25.33,25.33,25.33
H,2030202,836,836,836,688.7,688.84,21.36,21.36,21.36
H,2030205,350,350,350,279.36,279.36,25.29,25.29,25.29
H,2030210,560,560,560,384.12,384.12,45.79,45.79,45.79
H,2030215,498,498,498,397.7,397.32,25.34,25.34,25.34
H,2030218,297,297,297,211.46,211.46,40.45,40.45,40.45
H,2030219,297,297,297,211.46,211.46,40.45,40.45,40.45
H,2030220,297,297,297,211.46,211.46,40.45,40.45,40.45
H,2030222,297,297,297,211.46,211.46,40.45,40.45,40.45
H,2030225,560,560,560,384.12,384.12,45.79,45.79,45.79
H,2030230,265,265,265,211.46,211.45,25.33,25.33,25.33
H,2030232,481,481,481,323.98,323.98,48.47,48.47,48.47
H,2030235,405,405,405,184.3,184.3,119.75,119.75,119.75
H,2030240,481,481,481,384.12,384.12,25.22,25.22,25.22
H,2030242,124.06,124.06,124.06,82,82,51.29,51.29,51.29
H,2030243,124.06,124.06,124.06,82,82,51.29,51.29,51.29
H,2030244,288,288,288,159.08,159.08,81.04,81.04,81.04
H,2030245,405,405,405,323.98,323.98,25.01,25.01,25.01
H,2030255,730,730,730,242.5,242.54,200.98,200.98,200.98
H,2030260,725,725,725,580.06,584.52,24.03,24.03,24.03
H,2030265,92.5,92.5,92.5,64.02,64.02,44.49,44.49,44.49
H,2030270,54.58,54.58,54.58,8.82,8.82,518.82,518.82,518.82
H,2030275,461,461,461,20.62,20.62,2135.69,2135.69,2135.69
H,2030280,288,288,288,208.55,230.43,24.98,24.98,24.98
H,2030281,122,122,122,94.09,94.09,29.66,29.66,29.66
H,2030305,1619,1619,1619,1293.98,1293.98,25.12,25.12,25.12
H,2030310,235.3,235.3,235.3,206.19,206.19,14.12,14.12,14.12
H,2030315,1364,1364,1364,698.4,698.4,95.3,95.3,95.3
H,2030320,1372,1372,1372,460.75,493.52,178,178,178
H,2030325,2473,2473,2473,195.88,195.88,1162.51,1162.51,1162.51
H,2030330,187.9,187.9,187.9,159.79,159.79,17.59,17.59,17.59
H,2030410,407,407,407,324.95,323.39,25.85,25.85,25.85
H,2030415,322,322,322,225.04,225.04,43.09,43.09,43.09
H,2030505,473,473,473,94.09,94.1,402.66,402.66,402.66
H,2030510,284,284,284,226.98,227.04,25.09,25.09,25.09
H,2030515,238,238,238,190.12,189.04,25.9,25.9,25.9
H,2030605,510,510,510,400,399.98,27.51,27.51,27.51
H,2030610,510,510,510,290,290,75.86,75.86,75.86
H,2030780,486,486,486,414.68,414.68,17.2,17.2,17.2
H,2280505,444,444,444,333.11,326.72,35.9,35.9,35.9
H,2280510,444,444,444,266.18,266.2,66.79,66.79,66.79
H,2280515,444,444,444,333.11,266.84,66.39,66.39,66.39
H,2280520,444,444,444,137.61,137.6,222.67,222.67,222.67
H,2280525,444,444,444,333.11,256.48,73.11,73.11,73.11
H,2280530,444,444,444,272.46,266.8,66.42,66.42,66.42
H,2280535,444,444,444,333.11,333.11,33.29,33.29,33.29
H,2280540,444,444,444,272.46,272.46,62.96,62.96,62.96
H,2280545,444,444,444,333.11,313.93,41.43,41.43,41.43
H,2280550,444,444,444,333.11,272.46,62.96,62.96,62.96
H,2280555,444,444,444,119.59,125.89,252.69,252.69,252.69
H,2280560,444,444,444,272.45,272.46,62.96,62.96,62.96
H,2280565,444,444,444,119.59,119.58,271.3,271.3,271.3
H,2280570,444,444,444,272.45,272.46,62.96,62.96,62.96
H,2280575,444,444,444,272.45,272.46,62.96,62.96,62.96
H,2280580,444,444,444,272.46,272.46,62.96,62.96,62.96
H,2280585,444,444,444,157.96,157.98,181.05,181.05,181.05
H,2280590,444,444,444,199.01,199.01,123.1,123.1,123.1
H,2281005,444,444,444,199.01,199.02,123.09,123.09,123.09
H,2281010,444,444,444,333.11,333.11,33.29,33.29,33.29
H,2281015,444,444,444,272.46,272.47,62.95,62.95,62.95
H,2281020,444,444,444,333.11,272.45,62.97,62.97,62.97
H,2281025,444,444,444,333.11,312.9,41.9,41.9,41.9
H,2281030,444,444,444,272.46,256.41,73.16,73.16,73.16
H,2281035,444,444,444,157.96,157.96,181.08,181.08,181.08
H,2281040,444,444,444,333.11,272.46,62.96,62.96,62.96
H,2281045,444,444,444,272.46,272.47,62.95,62.95,62.95
H,2281050,444,444,444,272.45,272.46,62.96,62.96,62.96
H,2281055,444,444,444,333.11,272.47,62.95,62.95,62.95
H,2281060,444,444,444,272.46,272.46,62.96,62.96,62.96
H,2282005,191,191,191,94.98,94.99,101.07,101.07,101.07
H,2282010,191,191,191,56.88,94.99,101.07,101.07,101.07
H,2282015,191,191,191,94.98,95.02,101.01,101.01,101.01
H,2282020,191,191,191,113.26,113.27,68.62,68.62,68.62
H,2283015,421,421,421,244.98,244.99,71.84,71.84,71.84
H,2283030,428,428,428,320.71,311.8,37.27,37.27,37.27
H,2283050,104,104,104,62.18,62.17,67.28,67.28,67.28
H,2283055,104,104,104,62.17,62.19,67.23,67.23,67.23
H,2283060,104,104,104,62.18,62.18,67.26,67.26,67.26
H,2283065,104,104,104,77.86,77.86,33.57,33.57,33.57
H,2283070,104,104,104,77.86,77.89,33.52,33.52,33.52
H,2283075,104,104,104,77.86,75.82,37.17,37.17,37.17
H,2283080,104,104,104,62.17,62.19,67.23,67.23,67.23
H,2283085,104,104,104,62.17,62.19,67.23,67.23,67.23
H,2283090,104,104,104,77.86,77.87,33.56,33.56,33.56
H,2283505,292,292,292,24.48,24.48,1092.81,1092.81,1092.81
H,2283510,211,211,211,33.15,33.15,536.5,536.5,536.5
H,2283515,123,123,123,59.65,59.69,106.06,106.06,106.06
H,2283520,148,148,148,31.98,31.98,362.79,362.79,362.79
H,2283525,153,153,153,71.58,71.59,113.72,113.72,113.72
H,2283530,33.21,33.21,33.21,14.9,14.9,122.89,122.89,122.89
H,2283540,123,123,123,49.2,49.2,150,150,150
H,2283545,33.21,33.21,33.21,16.75,16.75,98.27,98.27,98.27
H,2283550,99,99,99,10.39,10.39,852.84,852.84,852.84
H,2283555,123,123,123,59.65,59.65,106.2,106.2,106.2
H,2283560,357,357,357,99.96,105.16,239.48,239.48,239.48
H,2283570,83,83,83,62.18,25.46,226,226,226
H,2284005,44.6,44.6,44.6,8.94,8.96,397.77,397.77,397.77
H,2284010,44.6,44.6,44.6,13.52,13.54,229.39,229.39,229.39
H,2284015,44.6,44.6,44.6,33.41,33.32,33.85,33.85,33.85
H,2284020,44.6,44.6,44.6,33.41,33.32,33.85,33.85,33.85
H,2284025,44.6,44.6,44.6,33.41,33.43,33.41,33.41,33.41
H,2284030,8.92,8.92,8.92,5.54,5.54,61.01,61.01,61.01
H,2286005,636,636,636,379.93,321.16,98.03,98.03,98.03
H,2286010,341,341,341,205.43,202.4,68.48,68.48,68.48
H,2286015,382.5,382.5,382.5,228.5,190.96,100.3,100.3,100.3
H,2286020,417,417,417,312.44,312.45,33.46,33.46,33.46
H,2286505,438.5,438.5,438.5,262.16,262.2,67.24,67.24,67.24
H,2286510,375,375,375,281.15,281.15,33.38,33.38,33.38
H,2286512,325,325,325,194.29,194.02,67.51,67.51,67.51
H,2286515,292.5,292.5,292.5,219.05,218.02,34.16,34.16,34.16
H,2286517,274,274,274,163.27,163.2,67.89,67.89,67.89
H,2286520,375,375,375,281.15,281.16,33.38,33.38,33.38
H,2286522,325,325,325,194.29,194.21,67.34,67.34,67.34
H,2286525,343,343,343,152.32,152.52,124.89,124.89,124.89
H,2286527,308,308,308,142.38,142.4,116.29,116.29,116.29
H,2286535,557,557,557,173.79,173.8,220.48,220.48,220.48
H,2286540,540,540,540,285.95,285.94,88.85,88.85,88.85
H,2286545,556,556,556,247.77,247.76,124.41,124.41,124.41
H,2287015,837,837,837,233.94,233.94,257.78,257.78,257.78
H,2287020,483,483,483,214.76,214.77,124.89,124.89,124.89
H,2287030,428,428,428,217.14,217.16,97.09,97.09,97.09
H,2287035,381,381,381,212.37,212.4,79.38,79.38,79.38
H,2287037,448,448,448,275.29,219.56,104.04,104.04,104.04
H,2287040,435,435,435,217.14,217.14,100.33,100.33,100.33
H,2287045,734,734,734,206.28,206.32,255.76,255.76,255.76
H,2287050,517,517,517,222.71,222.76,132.09,132.09,132.09
H,2287505,615,615,615,189.31,189.36,224.78,224.78,224.78
H,2287510,328,328,328,209.55,209.56,56.52,56.52,56.52
H,2287515,433,433,433,269.77,269.78,60.5,60.5,60.5
H,2288005,360,360,360,269.4,269.44,33.61,33.61,33.61
H,2288007,312,312,312,194.29,194.3,60.58,60.58,60.58
H,2288010,360,360,360,269.4,268.94,33.86,33.86,33.86
H,2288012,312,312,312,194.29,194.12,60.73,60.73,60.73
H,2288015,281,281,281,210.47,210.48,33.5,33.5,33.5
H,2288017,263,263,263,163.27,163.16,61.19,61.19,61.19
H,2288020,421,421,421,315.46,315.47,33.45,33.45,33.45
H,2288022,534,534,534,247.77,171.83,210.77,210.77,210.77
H,2288025,534,534,534,247.77,171.84,210.75,210.75,210.75
H,2288030,517,517,517,285.95,285.94,80.81,80.81,80.81
H,2288035,329,329,329,171.36,171.41,91.94,91.94,91.94
H,2288905,823,823,823,357.93,357.93,129.93,129.93,129.93
H,2288910,976,976,976,429.52,429.52,127.23,127.23,127.23
H,2288912,318.5,318.5,318.5,207.56,207.57,53.44,53.44,53.44
H,2288917,505,505,505,262.48,260.76,93.66,93.66,93.66
H,2289012,318.5,318.5,318.5,165.45,165.42,92.54,92.54,92.54
H,2289015,823,823,823,322.14,322.13,155.49,155.49,155.49
H,2289020,976,976,976,641.86,628.9,55.19,55.19,55.19
H,2289105,666,666,666,218.54,218.56,204.72,204.72,204.72
H,2289110,368,368,368,143.17,143.2,156.98,156.98,156.98
H,2289120,859,859,859,248,248.04,246.32,246.32,246.32
H,2289200,319,319,319,239.12,239.13,33.4,33.4,33.4
H,2289212,350,350,350,261.98,256.2,36.61,36.61,36.61
H,2289215,918,918,918,688.18,680.72,34.86,34.86,34.86
H,2289220,1002,1002,1002,198.85,198.85,403.9,403.9,403.9
H,2289250,840,840,840,361.91,361.92,132.1,132.1,132.1
H,2289500,340,340,340,143.17,143.18,137.46,137.46,137.46
H,2289505,340,340,340,254.46,250.48,35.74,35.74,35.74
H,2289510,340,340,340,254.46,254.48,33.61,33.61,33.61
H,2289515,340,340,340,254.46,253.12,34.32,34.32,34.32
H,2289520,340,340,340,143.17,143.18,137.46,137.46,137.46
H,2289550,419,419,419,188.51,188.52,122.26,122.26,122.26
H,2289555,419,419,419,313.64,310.6,34.9,34.9,34.9
H,2289560,419,419,419,313.64,313.65,33.59,33.59,33.59
H,2289565,419,419,419,313.64,313.65,33.59,33.59,33.59
H,2300500,85,85,85,72.16,72.16,17.79,17.79,17.79
H,2300505,225,225,225,173,213.7,5.29,5.29,5.29
H,2300507,225,225,225,213.7,213.7,5.29,5.29,5.29
H,2300510,225,225,225,172,172,30.81,30.81,30.81
H,2300515,960,960,960,400,400,140,140,140
H,2310500,167.6,167.6,167.6,158.98,158.88,5.49,5.49,5.49
H,2330505,109.35,109.35,112.11,87.45,87.45,25.04,25.04,28.2
H,2330510,233,233,239,186.43,185.53,25.59,25.59,28.82
H,2330515,296,296,303.41,236.66,228.67,29.44,29.44,32.68
H,2330530,109.35,109.35,112.11,87.45,87.45,25.04,25.04,28.2
H,2330535,233,233,239,186.43,186.43,24.98,24.98,28.2
H,2330540,296,296,303.41,152.87,152.87,93.63,93.63,98.48
H,2331010,17.85,17.85,19.46,15.18,15.18,17.59,17.59,28.19
H,2331015,118.5,119.5,122.47,72.92,72.92,62.51,63.88,67.95
H,2331015,118.5,119.5,122.47,72.92,72.92,62.51,63.88,67.95
H,2331020,242.25,242.25,248.33,193.7,193.06,25.48,25.48,28.63
H,2331022,326.5,326.5,334.73,165.11,165.11,97.75,97.75,102.73
H,2331025,105.75,105.75,108.32,78.96,78.61,34.52,34.52,37.79
H,2331025,105.75,105.75,108.32,66.35,66.35,59.38,59.38,63.26
H,2331030,197.76,197.76,202.83,158.21,158.21,25,25,28.2
H,2331032,294.3,294.3,301.83,196.24,155.74,88.97,88.97,93.8
H,2331035,133.25,133.25,136.53,84.86,84.86,57.02,57.02,60.89
H,2331040,279.25,279.25,286.37,177.84,176.91,57.85,57.85,61.87
H,2331505,151.25,151.25,155.05,84.57,84.57,78.85,78.85,83.34
H,2331510,234,234,239.97,130.03,130.03,79.96,79.96,84.55
H,2331515,155,155,158.97,90.27,90.27,71.71,71.71,76.11
H,2331515,155,155,158.97,91.17,91.17,70.01,70.01,74.37
H,2331515,155,155,158.97,91.17,91.17,70.01,70.01,74.37
